profession,career_field,position_level,education_level,location_type,age,years_experience,has_remote,is_career_change,is_training_career,in_training,industry_growth_rate,salary
radiologist,healthcare,lead,phd,rural,45,17.9,0,1,1,0,0.0597,1087584.79
biomedical engineer,engineering,mid,phd,international,31,3.6,0,0,0,0,0.0625,142117.86
physical therapist,healthcare,senior,bootcamp,major_city,28,10.5,0,0,0,0,0.0497,122850.85
corporate lawyer,business,senior,masters,international,36,13.8,1,0,0,0,0.0246,512569.28
electrician,service,entry,high_school,suburb,20,2.2,0,0,0,0,0.0298,31826.72
recruiter,business,lead,self_taught,rural,38,20.5,1,0,0,0,0.0357,107331.49
financial analyst,finance,executive,masters,major_city,54,30.0,1,0,0,0,0.0436,527589.75
orthopedic surgeon,healthcare,entry,phd,rural,28,2.7,0,0,1,1,0.0337,61177.88
venture capitalist,finance,entry,bootcamp,rural,21,3.0,1,0,0,0,0.0413,125830.26
real estate broker,business,lead,high_school,small_city,40,23.4,1,0,0,0,0.0426,339549.52
biomedical engineer,engineering,executive,phd,international,51,25.1,0,0,0,0,0.0544,343170.6
research scientist,other,entry,associates,suburb,21,2.1,1,0,0,0,0.0305,68989.23
hvac technician,service,lead,bachelors,major_city,40,18.9,0,0,0,0,0.0173,141989.45
petroleum engineer,engineering,mid,high_school,small_city,23,5.6,0,0,0,0,0.0553,117686.94
teacher,education,mid,masters,international,27,3.1,1,0,0,0,0.0197,68433.38
physician assistant,healthcare,entry,phd,small_city,29,2.2,1,1,0,0,0.0592,157707.28
social worker,service,senior,self_taught,small_city,23,5.6,1,0,0,0,0.0415,70916.32
nurse practitioner,healthcare,executive,associates,small_city,48,28.2,0,1,0,0,0.0546,196847.53
full stack developer,technology,entry,bootcamp,international,18,0.5,0,0,0,0,0.0858,57793.72
principal,education,mid,masters,suburb,28,5.1,0,1,0,0,0.0159,129253.73
corporate lawyer,business,senior,phd,rural,42,14.7,0,0,0,0,0.0553,771704.95
dentist,healthcare,entry,bachelors,major_city,22,0.9,0,0,0,0,0.0596,182433.09
anesthesiologist,healthcare,entry,bachelors,suburb,23,0.8,0,0,1,1,0.0526,68640.36
psychiatrist,healthcare,entry,bachelors,rural,23,1.4,0,0,1,1,0.0776,54195.73
software engineer,technology,entry,bachelors,rural,24,2.8,1,0,0,0,0.0745,75067.7
research scientist,other,entry,bachelors,small_city,24,2.4,1,0,0,0,0.0314,84810.12
hotel manager,service,entry,bachelors,suburb,23,1.4,0,0,0,0,0.0307,63085.18
radiologist,healthcare,entry,bachelors,rural,24,2.8,0,0,1,1,0.055,68810.38
machine learning engineer,technology,lead,bachelors,international,42,20.8,0,0,0,0,0.084,342277.01
surgeon,healthcare,senior,masters,international,32,8.9,0,0,1,0,0.0719,568752.72
attorney,business,senior,bachelors,small_city,33,12.4,0,0,0,0,0.0555,277017.1
security analyst,technology,entry,bootcamp,international,19,1.1,0,0,0,0,0.0807,60100.15
security analyst,technology,lead,associates,rural,33,13.4,1,0,0,0,0.0741,171845.77
hr manager,business,senior,bootcamp,small_city,23,5.3,0,0,0,0,0.0417,95163.07
plumber,service,lead,bootcamp,major_city,30,12.3,0,0,0,0,0.028,142491.7
hotel manager,service,mid,masters,suburb,27,4.2,0,0,0,0,0.0287,107496.85
corporate lawyer,business,entry,high_school,small_city,18,0.0,0,1,0,0,0.0629,81449.68
software engineer,technology,mid,bachelors,major_city,23,2.1,0,0,0,0,0.084,200311.77
architect,engineering,mid,masters,international,30,5.5,0,0,0,0,0.0416,103786.91
photographer,creative,entry,high_school,small_city,18,1.1,1,0,0,0,0.0155,24770.09
frontend developer,technology,lead,masters,small_city,40,16.0,1,0,0,0,0.0814,398097.93
police officer,service,entry,bachelors,rural,23,0.6,0,0,0,0,0.0391,47258.76
plumber,service,lead,bachelors,major_city,44,22.4,0,0,0,0,0.0279,171290.57
plumber,service,lead,associates,small_city,38,19.0,0,0,0,0,0.02,116939.63
plumber,service,mid,bachelors,rural,28,7.0,0,0,0,0,0.0283,59955.12
product designer,creative,senior,high_school,international,27,8.9,1,1,0,0,0.0321,92058.74
recruiter,business,senior,self_taught,major_city,32,14.5,0,0,0,0,0.0453,116629.68
chef,service,lead,masters,major_city,43,20.1,0,0,0,0,0.0167,248134.14
civil engineer,engineering,senior,bachelors,major_city,34,12.0,1,0,0,0,0.0431,185081.38
graphic designer,creative,mid,masters,rural,30,5.5,0,0,0,0,0.0245,74969.04
petroleum engineer,engineering,entry,bachelors,international,23,2.0,1,0,0,0,0.0711,100835.6
hedge fund manager,finance,entry,bachelors,small_city,21,0.4,0,0,0,0,0.0553,191528.88
art director,creative,mid,masters,major_city,31,6.4,0,0,0,0,0.0299,175750.88
data scientist,technology,executive,masters,major_city,46,22.0,1,1,0,0,0.1069,725959.79
graphic designer,creative,entry,bachelors,major_city,23,2.2,0,0,0,0,0.0194,54993.86
actuary,finance,mid,masters,small_city,26,2.7,1,0,0,0,0.027,141758.05
cto,technology,mid,high_school,international,22,3.6,0,0,0,0,0.0841,174294.39
data scientist,technology,executive,bachelors,major_city,41,20.3,1,1,0,0,0.076,593829.83
marketing manager,business,senior,bachelors,rural,33,11.2,1,0,0,0,0.0411,154499.42
anesthesiologist,healthcare,entry,phd,major_city,29,1.1,0,0,1,1,0.0653,73044.61
hotel manager,service,mid,masters,rural,28,4.7,0,0,0,0,0.048,64344.17
orthopedic surgeon,healthcare,entry,phd,small_city,27,0.4,0,0,1,1,0.0714,71037.41
surgeon,healthcare,mid,phd,major_city,31,4.6,0,0,1,1,0.0531,108982.27
professor,education,mid,masters,international,29,5.8,0,0,0,0,0.0213,114427.32
investment banker,finance,senior,bachelors,suburb,30,9.1,1,0,0,0,0.0415,440243.5
financial advisor,finance,mid,masters,major_city,26,3.4,1,0,0,0,0.0276,154970.83
principal,education,lead,phd,international,47,21.5,1,0,0,0,0.027,267739.33
surgeon,healthcare,mid,bachelors,rural,26,3.3,0,0,1,1,0.0496,67435.89
attorney,business,mid,bachelors,suburb,24,2.1,1,0,0,0,0.0223,197070.24
biologist,other,lead,bachelors,small_city,43,22.1,0,0,0,0,0.0331,199672.28
venture capitalist,finance,entry,masters,major_city,26,2.4,1,0,0,0,0.0466,235619.89
ui designer,creative,entry,phd,major_city,28,2.6,0,0,0,0,0.0322,125594.55
patent attorney,business,lead,associates,international,38,17.7,0,0,0,0,0.034,580870.67
nurse,healthcare,senior,bachelors,major_city,32,11.1,0,0,0,0,0.0535,136123.26
orthopedic surgeon,healthcare,lead,bachelors,small_city,46,24.8,0,0,1,0,0.057,1676307.65
data scientist,technology,mid,bachelors,suburb,27,4.7,0,0,0,0,0.0657,142136.93
copywriter,creative,lead,associates,international,39,19.4,0,0,0,0,0.0399,112083.89
principal,education,entry,phd,international,30,2.9,0,0,0,0,0.0064,116867.43
dermatologist,healthcare,entry,phd,major_city,26,0.1,0,1,1,1,0.0493,87722.54
nurse,healthcare,mid,bootcamp,international,24,5.9,0,0,0,0,0.0659,87472.75
product designer,creative,senior,associates,small_city,29,9.2,0,0,0,0,0.0203,159523.81
engineering manager,technology,mid,bachelors,rural,28,6.7,1,0,0,0,0.0942,187019.64
cardiologist,healthcare,entry,masters,international,26,2.4,0,0,1,1,0.045,63821.34
firefighter,service,entry,associates,suburb,19,0.1,0,0,0,0,0.0206,37055.35
hotel manager,service,entry,bootcamp,major_city,21,2.3,0,0,0,0,0.0241,53754.65
management consultant,business,mid,masters,rural,26,2.1,1,1,0,0,0.0438,158045.65
financial analyst,finance,senior,masters,major_city,38,14.0,1,0,0,0,0.0449,239578.43
pharmacist,healthcare,entry,phd,rural,29,2.1,0,0,0,0,0.0709,119415.72
plumber,service,entry,self_taught,rural,20,2.7,0,0,0,0,0.01,33793.65
photographer,creative,mid,associates,small_city,22,2.3,0,0,0,0,0.0386,39911.34
welder,service,senior,bachelors,major_city,30,8.5,0,0,0,0,0.0121,103943.63
security analyst,technology,senior,bachelors,major_city,31,9.5,1,0,0,0,0.0809,203219.23
management consultant,business,mid,masters,rural,30,6.8,1,1,0,0,0.059,155004.88
nurse,healthcare,mid,masters,suburb,31,6.9,0,0,0,0,0.0608,99966.29
cto,technology,senior,masters,major_city,33,9.9,0,0,0,0,0.1021,488083.92
mechanical engineer,engineering,entry,bachelors,rural,23,1.4,0,0,0,0,0.0761,60515.02
physician,healthcare,mid,masters,suburb,29,6.5,0,0,1,0,0.0585,404993.53
management consultant,business,senior,bachelors,international,36,14.5,0,0,0,0,0.0417,196399.55
chef,service,mid,bachelors,rural,27,4.8,0,0,0,0,0.0442,47897.34
aerospace engineer,engineering,entry,masters,small_city,24,0.8,0,1,0,0,0.0583,89241.61
product manager,technology,entry,masters,small_city,26,2.1,0,1,0,0,0.0842,129463.65
teacher,education,entry,masters,rural,25,0.6,0,0,0,0,0.0195,57540.76
real estate agent,business,entry,high_school,small_city,19,1.6,1,0,0,0,0.0348,35044.69
journalist,creative,lead,masters,rural,36,12.2,0,0,0,0,0.0397,139544.38
copywriter,creative,entry,self_taught,international,19,0.9,0,0,0,0,0.0264,36919.99
petroleum engineer,engineering,entry,bootcamp,suburb,19,0.8,1,0,0,0,0.0461,59048.26
product manager,technology,mid,bachelors,suburb,24,2.2,1,1,0,0,0.0687,105799.06
financial advisor,finance,mid,masters,major_city,29,4.8,0,0,0,0,0.0382,151401.2
real estate broker,business,entry,masters,major_city,26,2.9,0,0,0,0,0.0483,98465.17
copywriter,creative,mid,bachelors,international,24,2.6,0,0,0,0,0.0285,78220.07
patent attorney,business,senior,bachelors,suburb,30,8.3,1,0,0,0,0.0502,395749.57
software developer,technology,entry,bachelors,major_city,25,2.3,0,1,0,0,0.0712,93811.73
graphic designer,creative,entry,bachelors,suburb,22,0.6,1,1,0,0,0.0252,42260.26
nurse practitioner,healthcare,mid,masters,small_city,27,3.6,0,0,0,0,0.0655,173866.43
marketing manager,business,entry,bachelors,major_city,24,2.1,0,1,0,0,0.0447,72083.25
physician,healthcare,senior,masters,small_city,29,5.6,0,0,1,0,0.0559,390995.41
teacher,education,mid,bachelors,major_city,24,3.2,0,0,0,0,0.0232,76777.55
venture capitalist,finance,entry,masters,small_city,25,0.7,1,0,0,0,0.0502,185799.7
software engineer,technology,senior,bootcamp,major_city,30,11.6,0,0,0,0,0.085,312404.95
biomedical engineer,engineering,mid,high_school,major_city,24,6.6,0,0,0,0,0.0466,83040.29
accountant,finance,mid,bachelors,suburb,25,4.5,1,0,0,0,0.0411,95980.84
video editor,creative,lead,bootcamp,international,29,10.5,0,0,0,0,0.0348,88009.11
journalist,creative,executive,bootcamp,international,46,26.8,0,0,0,0,0.0255,211009.89
cloud engineer,technology,mid,masters,international,31,6.9,1,1,0,0,0.088,131882.33
accountant,finance,mid,bachelors,small_city,24,2.2,0,1,0,0,0.0286,70642.7
ux designer,creative,mid,phd,international,32,6.1,0,0,0,0,0.0477,147922.27
restaurant manager,service,mid,associates,suburb,25,5.0,0,0,0,0,0.0164,51002.93
firefighter,service,mid,bootcamp,small_city,21,4.0,0,0,0,0,0.0295,58744.26
actuary,finance,entry,bachelors,rural,24,1.3,0,1,0,0,0.0432,53967.89
hr manager,business,executive,masters,international,51,26.9,0,0,0,0,0.0421,389005.2
surgeon,healthcare,entry,bachelors,international,24,2.9,0,0,1,1,0.0556,73675.09
chemist,other,entry,masters,small_city,23,0.1,0,0,0,0,0.0283,84475.01
professor,education,mid,bachelors,international,29,6.9,0,0,0,0,0.0027,107539.67
corporate lawyer,business,senior,masters,international,36,12.6,0,1,0,0,0.0403,495747.55
art director,creative,entry,bachelors,international,22,0.1,0,0,0,0,0.0106,55885.58
research scientist,other,senior,bachelors,rural,29,7.3,0,1,0,0,0.0294,110861.45
hedge fund manager,finance,senior,masters,international,34,11.5,1,0,0,0,0.0371,956421.51
physician assistant,healthcare,mid,bachelors,international,28,6.0,1,0,0,0,0.055,112495.5
welder,service,senior,associates,suburb,25,5.1,1,1,0,0,0.024,55052.63
pharmacist,healthcare,lead,bachelors,rural,46,23.9,0,1,0,0,0.0863,166310.08
financial analyst,finance,senior,associates,suburb,34,13.4,0,1,0,0,0.0448,109042.63
video editor,creative,mid,bootcamp,major_city,22,3.3,1,0,0,0,0.0379,59131.94
lawyer,business,senior,bachelors,small_city,35,13.0,1,0,0,0,0.0451,360259.07
paralegal,business,lead,masters,small_city,47,23.7,1,1,0,0,0.0463,171060.95
ui designer,creative,entry,masters,international,26,2.3,0,0,0,0,0.0092,69235.27
frontend developer,technology,senior,self_taught,international,26,8.6,1,0,0,0,0.0554,148233.65
orthopedic surgeon,healthcare,lead,bachelors,international,40,18.0,0,0,1,0,0.0656,1056775.0
biologist,other,entry,masters,major_city,26,1.8,0,0,0,0,0.0319,86111.19
restaurant manager,service,mid,bachelors,major_city,27,5.5,0,0,0,0,0.044,85031.8
biomedical engineer,engineering,senior,masters,major_city,38,14.0,0,0,0,0,0.0442,241415.38
physician,healthcare,senior,masters,rural,33,10.2,0,0,1,0,0.0606,453677.48
data engineer,technology,mid,bachelors,international,27,6.3,1,0,0,0,0.0964,159732.5
radiologist,healthcare,entry,phd,major_city,28,2.3,0,1,1,1,0.0603,85390.92
professor,education,senior,masters,small_city,31,6.3,0,0,0,0,0.0062,182218.85
doctor,healthcare,lead,masters,suburb,39,16.2,0,1,1,0,0.0584,573640.32
data engineer,technology,entry,bachelors,suburb,25,3.0,0,0,0,0,0.0819,112943.84
data scientist,technology,lead,bachelors,major_city,44,22.0,1,0,0,0,0.0686,528089.94
electrical engineer,engineering,mid,masters,international,31,6.6,0,0,0,0,0.0607,116306.97
mechanical engineer,engineering,mid,bachelors,major_city,27,4.8,0,0,0,0,0.0353,132597.48
hvac technician,service,entry,self_taught,major_city,18,0.5,0,0,0,0,0.0323,46161.3
product designer,creative,entry,bachelors,small_city,22,1.7,0,0,0,0,0.0439,78590.23
chemist,other,executive,high_school,rural,42,25.3,0,1,0,0,0.0382,149035.3
lawyer,business,entry,bachelors,major_city,24,1.3,0,0,0,0,0.0421,114469.05
software engineer,technology,mid,masters,international,28,5.2,1,1,0,0,0.0847,162355.92
engineering manager,technology,mid,bachelors,small_city,25,2.8,1,0,0,0,0.082,237912.94
architect,engineering,executive,masters,small_city,55,31.3,1,1,0,0,0.0583,403876.06
data scientist,technology,entry,phd,international,28,2.1,0,0,0,0,0.081,156949.48
backend developer,technology,entry,masters,small_city,24,0.6,1,0,0,0,0.0683,123753.17
orthopedic surgeon,healthcare,lead,masters,international,45,21.9,0,0,1,0,0.0693,1693995.88
physician,healthcare,lead,bachelors,suburb,37,15.9,0,0,1,0,0.0656,544890.44
executive chef,service,entry,high_school,suburb,20,2.1,0,0,0,0,0.0252,34806.17
physicist,other,senior,bachelors,major_city,33,11.4,0,0,0,0,0.0338,235105.64
graphic designer,creative,mid,self_taught,rural,23,6.2,0,0,0,0,0.0522,43185.93
dentist,healthcare,entry,bachelors,suburb,23,2.1,1,0,0,0,0.0539,149037.61
cloud engineer,technology,entry,high_school,suburb,18,0.7,0,0,0,0,0.0889,64340.21
journalist,creative,entry,bachelors,small_city,23,1.0,0,0,0,0,0.026,46385.83
data engineer,technology,lead,masters,international,40,17.0,1,0,0,0,0.0589,457886.83
teacher,education,mid,associates,small_city,25,5.7,0,1,0,0,0.017,55303.53
hedge fund manager,finance,mid,bachelors,international,25,4.3,1,0,0,0,0.0547,309186.52
welder,service,lead,bootcamp,small_city,32,13.7,0,0,0,0,0.0338,102127.57
veterinarian,healthcare,mid,bachelors,international,25,3.4,0,1,0,0,0.0452,98020.27
data scientist,technology,entry,bachelors,suburb,23,2.8,1,0,0,0,0.0689,104651.36
attorney,business,lead,bachelors,major_city,44,23.2,0,0,0,0,0.0553,805967.75
teacher,education,entry,phd,rural,26,0.0,0,0,0,0,0.0072,53498.37
software engineer,technology,entry,bachelors,small_city,23,1.8,1,0,0,0,0.0865,106331.96
marketing manager,business,mid,bachelors,major_city,28,6.0,0,0,0,0,0.0415,107883.78
software developer,technology,mid,bachelors,international,27,5.6,1,0,0,0,0.0814,121510.57
hotel manager,service,executive,bootcamp,major_city,53,35.2,0,0,0,0,0.0393,397673.36
lawyer,business,lead,high_school,suburb,30,12.8,1,0,0,0,0.0352,368931.75
software developer,technology,entry,self_taught,major_city,20,2.1,1,0,0,0,0.0757,97574.95
hvac technician,service,mid,self_taught,suburb,23,4.7,1,0,0,0,0.0308,43321.54
copywriter,creative,lead,self_taught,major_city,38,20.2,0,0,0,0,0.0476,199280.58
principal,education,senior,masters,small_city,38,14.5,0,0,0,0,0.0063,225402.34
investment banker,finance,senior,bachelors,rural,32,10.2,0,0,0,0,0.0416,359292.89
psychiatrist,healthcare,entry,phd,rural,27,1.0,0,0,1,1,0.07,58418.77
nurse,healthcare,mid,bachelors,rural,27,6.8,0,0,0,0,0.0528,65202.1
patent attorney,business,entry,bachelors,rural,23,2.4,1,0,0,0,0.0451,125159.01
physicist,other,entry,bachelors,rural,25,2.3,0,0,0,0,0.0373,71122.25
attorney,business,executive,high_school,international,50,32.5,1,0,0,0,0.0488,785443.51
electrician,service,entry,bootcamp,international,18,0.2,0,1,0,0,0.0263,38752.9
nurse practitioner,healthcare,mid,masters,small_city,28,3.2,0,0,0,0,0.0518,154011.65
journalist,creative,senior,bachelors,rural,31,9.9,0,0,0,0,0.0428,76985.57
electrical engineer,engineering,entry,masters,small_city,24,0.7,0,0,0,0,0.0419,97700.88
biologist,other,mid,masters,international,27,4.4,0,0,0,0,0.047,102373.24
welder,service,mid,associates,international,26,6.2,0,0,0,0,0.0382,43458.83
veterinarian,healthcare,lead,masters,international,43,19.5,0,1,0,0,0.0471,221196.01
nurse,healthcare,senior,bachelors,international,28,5.9,0,0,0,0,0.0747,75983.82
ui designer,creative,entry,bachelors,suburb,22,0.4,0,0,0,0,0.039,67142.61
pilot,service,entry,high_school,small_city,18,1.5,1,0,0,0,0.0249,58871.36
biologist,other,senior,masters,suburb,32,8.8,0,1,0,0,0.0196,124111.92
product manager,technology,senior,bachelors,suburb,34,12.8,1,0,0,0,0.0932,215524.84
engineering manager,technology,entry,bachelors,suburb,24,2.4,1,0,0,0,0.0697,131517.4
radiologist,healthcare,lead,phd,international,45,17.7,0,0,1,0,0.0631,1139332.33
marketing manager,business,mid,bootcamp,suburb,24,6.0,1,0,0,0,0.0395,97184.6
civil engineer,engineering,entry,associates,suburb,20,0.6,1,0,0,0,0.0605,47223.32
welder,service,mid,bachelors,small_city,27,5.8,0,0,0,0,0.0386,57758.31
graphic designer,creative,mid,bachelors,small_city,27,4.9,0,0,0,0,0.0339,73961.6
plumber,service,entry,self_taught,suburb,20,2.1,0,0,0,0,0.0459,37779.4
actuary,finance,executive,bachelors,rural,49,27.3,1,0,0,0,0.0406,541319.34
hr manager,business,executive,bootcamp,rural,46,27.5,0,0,0,0,0.0508,233248.37
art director,creative,mid,bootcamp,rural,24,5.9,0,0,0,0,0.0247,81150.11
electrical engineer,engineering,mid,masters,rural,30,6.3,0,0,0,0,0.0415,126540.48
chemist,other,entry,bootcamp,small_city,21,2.7,0,0,0,0,0.0326,54776.2
pilot,service,entry,self_taught,rural,18,0.3,0,0,0,0,0.0484,44564.81
venture capitalist,finance,mid,masters,rural,28,3.9,0,0,0,0,0.0369,320398.33
nurse,healthcare,senior,associates,major_city,33,14.0,0,0,0,0,0.0682,111443.88
investment banker,finance,entry,masters,small_city,27,2.9,1,0,0,0,0.0329,207406.82
machine learning engineer,technology,entry,bachelors,small_city,23,1.3,0,0,0,0,0.0868,109557.65
hotel manager,service,mid,self_taught,suburb,20,2.9,0,0,0,0,0.0318,63226.12
strategy consultant,business,senior,self_taught,major_city,24,6.0,1,0,0,0,0.0336,300675.11
recruiter,business,senior,bootcamp,rural,30,12.6,1,0,0,0,0.0515,81000.95
financial analyst,finance,entry,masters,small_city,26,2.2,1,1,0,0,0.0468,74843.23
aerospace engineer,engineering,senior,masters,major_city,38,14.5,0,0,0,0,0.0161,309416.21
copywriter,creative,mid,high_school,international,23,4.2,0,0,0,0,0.0254,40326.92
cto,technology,lead,bachelors,rural,44,21.5,1,0,0,0,0.0787,514820.56
product designer,creative,entry,bachelors,international,25,2.9,0,0,0,0,0.0342,67526.83
executive chef,service,entry,masters,major_city,23,0.7,0,0,0,0,0.0349,92047.75
